,,Earners (persons),,,,,,Median age of earners (years),,,,,,Sum ($),,,,,,Median ($),,,,,,Mean ($),,,,,
SA2,SA2 NAME,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
303051076,Rocklea - Acacia Ridge,"4,414 ","4,430 ","4,458 ","4,653 ","4,856 ","4,959 ",38 ,38 ,38 ,37 ,37 ,36 ,"189,078,139 ","198,123,352 ","203,177,451 ","222,735,107 ","229,995,693 ","234,848,997 ","40,391 ","41,050 ","41,383 ","42,542 ","42,626 ","43,565 ","42,836 ","44,723 ","45,576 ","47,869 ","47,363 ","47,358 "
303061077,Kuraby,"4,156 ","4,151 ","4,242 ","4,477 ","4,570 ","4,683 ",41 ,42 ,42 ,41 ,41 ,41 ,"217,940,661 ","223,751,877 ","230,125,802 ","247,451,226 ","257,798,614 ","268,553,528 ","41,744 ","42,868 ","42,410 ","43,210 ","43,684 ","43,845 ","52,440 ","53,903 ","54,249 ","55,272 ","56,411 ","57,346 "
303061078,Runcorn,"7,889 ","8,066 ","8,233 ","8,564 ","9,054 ","8,686 ",36 ,36 ,36 ,35 ,34 ,35 ,"346,064,734 ","363,573,513 ","377,029,315 ","386,558,964 ","407,584,108 ","394,417,378 ","37,629 ","38,019 ","38,568 ","37,748 ","36,568 ","36,900 ","43,867 ","45,075 ","45,795 ","45,138 ","45,017 ","45,408 "
303061079,Sunnybank,"4,941 ","5,081 ","5,082 ","5,340 ","5,472 ","5,456 ",38 ,38 ,37 ,36 ,36 ,36 ,"207,285,155 ","218,725,277 ","217,283,443 ","228,948,163 ","235,321,981 ","230,293,298 ","30,138 ","31,594 ","30,079 ","30,296 ","30,199 ","29,684 ","41,952 ","43,048 ","42,755 ","42,874 ","43,005 ","42,209 "
303061080,Sunnybank Hills,"10,143 ","10,169 ","10,173 ","10,414 ","10,677 ","10,663 ",40 ,40 ,40 ,40 ,39 ,39 ,"471,286,663 ","489,649,887 ","497,073,712 ","516,608,911 ","531,167,829 ","541,092,365 ","36,194 ","37,332 ","37,795 ","38,568 ","38,469 ","38,188 ","46,464 ","48,151 ","48,862 ","49,607 ","49,749 ","50,745 "
304011081,Jindalee - Mount Ommaney,"4,756 ","4,707 ","4,735 ","4,822 ","4,886 ","4,936 ",45 ,46 ,45 ,46 ,46 ,45 ,"292,600,526 ","300,348,167 ","301,050,735 ","317,557,368 ","322,440,017 ","329,183,132 ","46,382 ","49,640 ","49,281 ","50,657 ","52,001 ","52,640 ","61,522 ","63,809 ","63,580 ","65,856 ","65,993 ","66,690 "
304011082,Middle Park - Jamboree Heights,"4,457 ","4,396 ","4,401 ","4,479 ","4,398 ","4,459 ",42 ,43 ,43 ,43 ,44 ,44 ,"245,589,724 ","250,998,506 ","256,227,564 ","261,919,852 ","261,015,372 ","263,601,279 ","46,951 ","48,661 ","49,167 ","50,054 ","50,976 ","50,442 ","55,102 ","57,097 ","58,220 ","58,477 ","59,349 ","59,117 "
304011083,Riverhills,"2,341 ","2,335 ","2,392 ","2,454 ","2,516 ","2,471 ",40 ,40 ,40 ,40 ,39 ,40 ,"128,360,972 ","133,510,208 ","137,753,920 ","141,630,870 ","148,278,592 ","149,658,294 ","48,559 ","50,097 ","50,514 ","50,487 ","52,744 ","54,193 ","54,832 ","57,178 ","57,589 ","57,714 ","58,934 ","60,566 "
304011084,Seventeen Mile Rocks - Sinnamon Park,"5,674 ","5,782 ","5,833 ","5,966 ","5,824 ","6,007 ",43 ,44 ,44 ,44 ,44 ,44 ,"391,928,480 ","412,296,291 ","423,827,059 ","444,546,061 ","446,665,094 ","450,180,506 ","53,667 ","55,537 ","56,073 ","57,393 ","58,903 ","59,017 ","69,074 ","71,307 ","72,660 ","74,513 ","76,694 ","74,943 "
304011085,Westlake,"2,877 ","2,886 ","2,891 ","2,956 ","2,942 ","2,951 ",47 ,47 ,47 ,47 ,48 ,48 ,"189,308,643 ","197,115,485 ","198,054,820 ","204,796,275 ","208,293,922 ","214,188,020 ","48,413 ","49,490 ","51,702 ","51,360 ","52,485 ","53,981 ","65,801 ","68,301 ","68,507 ","69,282 ","70,800 ","72,582 "
304021086,Bellbowrie - Moggill,"5,466 ","5,673 ","5,762 ","5,918 ","6,023 ","6,131 ",43 ,43 ,43 ,44 ,44 ,44 ,"341,148,540 ","364,364,747 ","372,807,639 ","390,476,479 ","412,245,724 ","422,180,940 ","49,286 ","50,697 ","52,407 ","52,608 ","55,122 ","56,658 ","62,413 ","64,228 ","64,701 ","65,981 ","68,445 ","68,860 "
304021087,Brookfield - Kenmore Hills,"4,255 ","4,342 ","4,323 ","4,458 ","4,455 ","4,586 ",49 ,49 ,49 ,49 ,49 ,49 ,"402,253,914 ","451,431,725 ","435,000,209 ","433,531,896 ","428,509,595 ","448,588,455 ","52,550 ","54,657 ","54,247 ","54,980 ","55,743 ","57,116 ","94,537 ","103,969 ","100,625 ","97,248 ","96,186 ","97,817 "
304021088,Chapel Hill,"6,597 ","6,633 ","6,669 ","6,725 ","6,624 ","6,810 ",46 ,46 ,46 ,46 ,46 ,46 ,"505,152,521 ","516,289,993 ","523,278,166 ","535,848,273 ","533,437,499 ","539,928,295 ","51,602 ","54,496 ","55,106 ","56,214 ","55,907 ","56,468 ","76,573 ","77,837 ","78,464 ","79,680 ","80,531 ","79,285 "
304021089,Fig Tree Pocket,"2,352 ","2,384 ","2,486 ","2,560 ","2,510 ","2,623 ",46 ,46 ,46 ,46 ,46 ,46 ,"227,491,158 ","256,234,683 ","259,623,427 ","282,835,538 ","274,967,644 ","283,023,911 ","57,696 ","60,294 ","59,905 ","62,507 ","64,282 ","63,454 ","96,722 ","107,481 ","104,434 ","110,483 ","109,549 ","107,901 "
304021090,Kenmore,"5,338 ","5,385 ","5,483 ","5,548 ","5,572 ","5,694 ",46 ,45 ,45 ,46 ,46 ,46 ,"354,183,046 ","371,025,297 ","378,584,042 ","387,134,594 ","389,766,336 ","407,955,195 ","47,505 ","49,698 ","50,722 ","52,998 ","53,477 ","54,306 ","66,351 ","68,900 ","69,047 ","69,779 ","69,951 ","71,647 "
304021091,Pinjarra Hills - Pullenvale,"3,242 ","3,297 ","3,352 ","3,463 ","3,412 ","3,484 ",47 ,47 ,47 ,48 ,48 ,48 ,"304,332,904 ","308,526,781 ","329,898,722 ","330,274,501 ","334,496,646 ","338,088,141 ","53,911 ","55,296 ","57,852 ","57,928 ","58,815 ","62,520 ","93,872 ","93,578 ","98,418 ","95,372 ","98,035 ","97,040 "
304031092,Chelmer - Graceville,"4,333 ","4,417 ","4,458 ","4,682 ","4,677 ","4,831 ",43 ,43 ,44 ,44 ,44 ,44 ,"391,569,489 ","399,928,408 ","438,003,304 ","460,343,835 ","472,748,181 ","471,778,028 ","57,382 ","57,635 ","59,046 ","61,023 ","63,500 ","63,277 ","90,369 ","90,543 ","98,251 ","98,322 ","101,079 ","97,656 "
304031093,Corinda,"2,795 ","2,745 ","2,829 ","2,878 ","2,904 ","3,086 ",42 ,43 ,43 ,43 ,43 ,43 ,"203,432,012 ","207,618,233 ","218,232,009 ","228,956,195 ","226,197,965 ","237,816,558 ","49,677 ","49,731 ","54,182 ","54,427 ","55,515 ","57,085 ","72,784 ","75,635 ","77,141 ","79,554 ","77,892 ","77,063 "
304031094,Indooroopilly,"7,313 ","7,167 ","7,235 ","7,465 ","7,353 ","7,652 ",37 ,38 ,38 ,38 ,39 ,39 ,"553,121,700 ","571,728,483 ","595,942,643 ","593,143,364 ","584,996,168 ","619,123,859 ","45,975 ","47,676 ","49,534 ","48,932 ","48,899 ","49,437 ","75,635 ","79,772 ","82,369 ","79,457 ","79,559 ","80,910 "
304031095,Sherwood,"3,349 ","3,396 ","3,417 ","3,516 ","3,565 ","3,777 ",42 ,42 ,43 ,43 ,42 ,42 ,"255,537,244 ","266,935,886 ","275,778,201 ","292,241,126 ","293,089,108 ","302,783,852 ","51,745 ","54,446 ","55,771 ","57,973 ","57,501 ","57,461 ","76,303 ","78,603 ","80,708 ","83,117 ","82,213 ","80,165 "
304031096,St Lucia,"5,211 ","5,079 ","4,970 ","5,118 ","5,075 ","5,206 ",34 ,36 ,37 ,37 ,37 ,37 ,"394,060,994 ","400,499,253 ","415,570,085 ","414,325,762 ","411,288,347 ","415,392,769 ","37,241 ","41,112 ","42,845 ","41,915 ","41,069 ","39,553 ","75,621 ","78,854 ","83,616 ","80,955 ","81,042 ","79,791 "
304031097,Taringa,"5,214 ","5,156 ","5,156 ","5,401 ","5,616 ","5,609 ",33 ,34 ,34 ,35 ,35 ,36 ,"352,440,947 ","353,572,117 ","364,226,195 ","384,940,253 ","396,877,306 ","388,418,431 ","48,819 ","50,548 ","50,049 ","50,398 ","50,243 ","48,036 ","67,595 ","68,575 ","70,641 ","71,272 ","70,669 ","69,249 "
304041098,Enoggera,"4,672 ","4,734 ","4,808 ","4,972 ","4,959 ","5,242 ",33 ,34 ,34 ,34 ,35 ,35 ,"266,625,845 ","286,111,468 ","298,163,033 ","319,265,247 ","330,812,338 ","355,103,345 ","51,767 ","55,137 ","56,638 ","58,001 ","58,411 ","61,020 ","57,069 ","60,438 ","62,014 ","64,213 ","66,709 ","67,742 "
304041099,Enoggera Reservoir,np,np,np,np,np,13 ,np,np,np,np,np,43 ,np,np,np,np,np,"1,225,474 ",np,np,np,np,np,"55,219 ",np,np,np,np,np,"94,267 "
304041100,Keperra,"4,431 ","4,470 ","4,346 ","4,194 ","4,038 ","3,985 ",38 ,38 ,39 ,40 ,41 ,42 ,"211,027,539 ","214,684,770 ","218,913,915 ","221,040,554 ","221,593,926 ","223,296,641 ","38,635 ","38,924 ","41,963 ","44,769 ","46,713 ","49,573 ","47,625 ","48,028 ","50,371 ","52,704 ","54,877 ","56,034 "
304041101,Mitchelton,"4,601 ","4,653 ","4,696 ","4,879 ","4,945 ","5,104 ",39 ,39 ,40 ,40 ,40 ,40 ,"282,329,500 ","293,115,324 ","303,803,729 ","328,015,582 ","335,584,638 ","352,015,007 ","51,864 ","53,159 ","55,860 ","57,573 ","57,603 ","59,352 ","61,363 ","62,995 ","64,694 ","67,230 ","67,863 ","68,968 "
304041102,Mount Coot-tha,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
304041103,The Gap,"10,091 ","10,060 ","10,090 ","10,213 ","10,158 ","10,397 ",45 ,45 ,46 ,46 ,46 ,46 ,"695,341,327 ","707,620,251 ","708,359,302 ","742,754,110 ","745,723,223 ","783,435,889 ","50,555 ","52,332 ","52,408 ","54,287 ","55,197 ","56,657 ","68,907 ","70,340 ","70,204 ","72,726 ","73,412 ","75,352 "
304041104,Upper Kedron - Ferny Grove,"5,548 ","5,580 ","5,668 ","5,919 ","6,038 ","6,253 ",42 ,42 ,42 ,43 ,43 ,43 ,"325,199,761 ","341,363,906 ","354,263,810 ","383,322,126 ","400,388,078 ","420,050,258 ","49,295 ","51,838 ","54,069 ","55,564 ","56,555 ","57,756 ","58,616 ","61,176 ","62,502 ","64,761 ","66,311 ","67,176 "
305011105,Brisbane City,"8,822 ","8,938 ","8,516 ","8,447 ","9,300 ","9,147 ",29 ,29 ,30 ,30 ,31 ,31 ,"518,081,166 ","547,941,784 ","564,818,624 ","584,687,062 ","613,451,598 ","602,822,540 ","27,445 ","27,668 ","31,828 ","35,116 ","35,942 ","33,956 ","58,726 ","61,305 ","66,324 ","69,218 ","65,963 ","65,904 "
305011106,Fortitude Valley,"3,651 ","3,910 ","4,143 ","4,674 ","4,994 ","5,569 ",30 ,30 ,30 ,30 ,30 ,30 ,"220,303,518 ","239,422,363 ","263,047,580 ","297,661,689 ","303,424,608 ","331,304,351 ","49,591 ","49,920 ","51,070 ","52,011 ","50,050 ","46,940 ","60,341 ","61,233 ","63,492 ","63,685 ","60,758 ","59,491 "
305011107,Highgate Hill,"3,650 ","3,728 ","3,814 ","3,967 ","3,969 ","4,112 ",37 ,36 ,36 ,37 ,38 ,38 ,"225,583,447 ","237,100,965 ","251,247,419 ","272,061,259 ","282,402,124 ","295,354,479 ","41,823 ","44,549 ","44,400 ","46,721 ","47,649 ","47,495 ","61,804 ","63,600 ","65,875 ","68,581 ","71,152 ","71,827 "
305011108,Kangaroo Point,"4,870 ","4,970 ","5,132 ","5,428 ","5,654 ","6,178 ",34 ,35 ,35 ,35 ,35 ,35 ,"363,312,555 ","402,370,680 ","426,017,002 ","447,863,597 ","453,211,916 ","479,664,336 ","49,446 ","52,989 ","53,727 ","54,648 ","54,075 ","54,242 ","74,602 ","80,960 ","83,012 ","82,510 ","80,158 ","77,641 "
305011109,New Farm,"8,013 ","8,243 ","8,387 ","8,623 ","8,715 ","8,924 ",36 ,36 ,36 ,36 ,36 ,37 ,"683,299,199 ","715,443,402 ","757,666,009 ","774,376,648 ","798,442,838 ","815,442,639 ","54,499 ","56,764 ","57,854 ","58,693 ","58,996 ","59,667 ","85,274 ","86,794 ","90,338 ","89,804 ","91,617 ","91,376 "
305011110,South Brisbane,"3,428 ","3,499 ","3,765 ","4,208 ","4,533 ","5,526 ",32 ,33 ,34 ,34 ,33 ,33 ,"232,216,981 ","259,582,073 ","273,815,654 ","292,322,801 ","310,371,525 ","381,403,032 ","43,727 ","48,160 ","47,268 ","46,205 ","46,584 ","47,266 ","67,741 ","74,188 ","72,727 ","69,468 ","68,469 ","69,020 "
305011111,Spring Hill,"3,849 ","3,944 ","4,060 ","4,189 ","4,245 ","4,417 ",30 ,30 ,30 ,31 ,30 ,31 ,"215,788,736 ","236,780,085 ","241,237,274 ","249,995,387 ","245,663,909 ","254,767,137 ","39,775 ","42,473 ","41,118 ","39,660 ","38,121 ","38,162 ","56,064 ","60,036 ","59,418 ","59,679 ","57,871 ","57,679 "
305011112,West End,"5,341 ","5,481 ","5,657 ","6,022 ","6,562 ","7,687 ",35 ,36 ,36 ,36 ,36 ,35 ,"357,199,283 ","386,871,906 ","395,991,777 ","440,255,296 ","484,132,179 ","556,585,083 ","46,017 ","49,622 ","50,598 ","50,560 ","53,007 ","54,353 ","66,879 ","70,584 ","70,000 ","73,108 ","73,778 ","72,406 "
305021113,Balmoral,"2,548 ","2,595 ","2,664 ","2,778 ","2,801 ","2,871 ",39 ,40 ,40 ,40 ,41 ,41 ,"212,483,198 ","231,334,577 ","241,596,564 ","262,374,979 ","261,875,284 ","261,389,630 ","59,381 ","62,572 ","63,087 ","63,332 ","63,609 ","64,738 ","83,392 ","89,146 ","90,689 ","94,447 ","93,493 ","91,045 "
305021114,Bulimba,"3,871 ","3,979 ","4,047 ","4,211 ","4,294 ","4,500 ",40 ,41 ,41 ,41 ,41 ,42 ,"363,479,367 ","391,797,799 ","428,468,631 ","454,957,011 ","460,903,776 ","483,708,898 ","63,590 ","66,402 ","68,451 ","68,698 ","70,485 ","70,287 ","93,898 ","98,466 ","105,873 ","108,040 ","107,337 ","107,491 "
305021115,East Brisbane,"3,644 ","3,667 ","3,734 ","3,880 ","4,050 ","3,970 ",33 ,34 ,33 ,34 ,34 ,34 ,"237,606,077 ","254,350,568 ","259,084,855 ","270,760,862 ","280,919,700 ","289,450,857 ","45,098 ","49,006 ","50,548 ","51,392 ","50,573 ","50,776 ","65,205 ","69,362 ","69,385 ","69,784 ","69,363 ","72,910 "
305021116,Hawthorne,"2,989 ","2,978 ","3,122 ","3,285 ","3,350 ","3,382 ",39 ,39 ,40 ,40 ,40 ,41 ,"267,390,620 ","287,111,322 ","322,067,322 ","340,947,432 ","368,750,878 ","376,451,648 ","59,023 ","60,027 ","63,128 ","65,889 ","67,291 ","67,479 ","89,458 ","96,411 ","103,161 ","103,789 ","110,075 ","111,310 "
305021117,Morningside - Seven Hills,"7,639 ","7,809 ","7,989 ","8,318 ","8,629 ","8,898 ",35 ,34 ,35 ,35 ,35 ,35 ,"481,350,005 ","524,589,042 ","552,128,593 ","584,282,368 ","616,047,331 ","639,278,156 ","51,798 ","54,532 ","56,116 ","57,076 ","57,731 ","58,970 ","63,012 ","67,177 ","69,111 ","70,243 ","71,393 ","71,845 "
305021118,Norman Park,"3,934 ","4,021 ","4,072 ","4,279 ","4,280 ","4,378 ",38 ,38 ,39 ,39 ,39 ,40 ,"306,436,785 ","327,725,378 ","356,985,663 ","385,202,458 ","398,685,826 ","394,584,933 ","55,946 ","58,819 ","61,321 ","63,212 ","65,949 ","64,972 ","77,894 ","81,503 ","87,668 ","90,022 ","93,151 ","90,129 "
305031119,Albion,"1,708 ","1,802 ","1,861 ","1,886 ","2,125 ","2,630 ",37 ,36 ,36 ,35 ,35 ,34 ,"110,281,289 ","121,211,974 ","132,188,776 ","134,809,873 ","149,267,967 ","188,082,385 ","51,448 ","53,629 ","54,006 ","54,467 ","55,436 ","56,207 ","64,567 ","67,265 ","71,031 ","71,479 ","70,244 ","71,514 "
305031120,Alderley,"3,631 ","3,667 ","3,792 ","3,916 ","3,924 ","4,158 ",38 ,38 ,38 ,38 ,38 ,38 ,"254,206,420 ","265,469,832 ","278,780,314 ","296,202,926 ","300,004,449 ","333,922,085 ","54,186 ","56,246 ","56,085 ","58,138 ","57,895 ","60,047 ","70,010 ","72,394 ","73,518 ","75,639 ","76,454 ","80,308 "
305031121,Ascot,"3,449 ","3,469 ","3,497 ","3,586 ","3,558 ","3,680 ",42 ,42 ,43 ,43 ,43 ,43 ,"368,112,939 ","384,704,550 ","385,967,545 ","419,908,982 ","411,088,639 ","430,535,166 ","57,833 ","58,368 ","58,501 ","59,073 ","60,485 ","60,246 ","106,730 ","110,898 ","110,371 ","117,097 ","115,539 ","116,993 "
305031122,Clayfield,"6,567 ","6,682 ","6,817 ","6,968 ","7,027 ","7,058 ",39 ,39 ,39 ,39 ,39 ,39 ,"527,441,140 ","550,305,945 ","585,254,064 ","614,555,135 ","617,598,342 ","615,663,954 ","52,949 ","54,757 ","55,361 ","56,774 ","56,381 ","56,969 ","80,317 ","82,356 ","85,852 ","88,197 ","87,889 ","87,229 "
305031123,Grange,"2,494 ","2,484 ","2,543 ","2,649 ","2,649 ","2,673 ",41 ,41 ,42 ,42 ,43 ,43 ,"195,602,420 ","204,907,232 ","218,481,327 ","238,094,107 ","236,231,929 ","246,932,919 ","59,928 ","60,801 ","61,054 ","65,461 ","66,916 ","68,122 ","78,429 ","82,491 ","85,915 ","89,881 ","89,178 ","92,380 "
305031124,Hamilton (Qld),"3,467 ","3,829 ","3,901 ","4,191 ","4,321 ","4,476 ",41 ,40 ,40 ,40 ,40 ,40 ,"350,852,760 ","394,567,355 ","405,105,684 ","430,701,062 ","446,127,266 ","449,446,893 ","55,429 ","59,294 ","61,770 ","60,744 ","59,708 ","59,336 ","101,198 ","103,047 ","103,847 ","102,768 ","103,246 ","100,413 "
305031125,Hendra,"2,825 ","2,898 ","2,934 ","3,045 ","3,090 ","3,124 ",43 ,44 ,44 ,44 ,45 ,45 ,"233,584,795 ","248,296,940 ","270,305,616 ","282,811,813 ","297,229,374 ","294,251,890 ","54,821 ","55,358 ","57,369 ","59,791 ","62,495 ","63,309 ","82,685 ","85,679 ","92,129 ","92,877 ","96,191 ","94,191 "
305031126,Kelvin Grove - Herston,"4,357 ","4,522 ","4,538 ","4,851 ","5,093 ","5,172 ",32 ,32 ,33 ,33 ,32 ,33 ,"271,059,556 ","296,586,327 ","304,915,502 ","326,948,847 ","344,741,573 ","337,592,206 ","44,820 ","46,636 ","49,055 ","50,914 ","47,939 ","46,786 ","62,212 ","65,587 ","67,192 ","67,398 ","67,689 ","65,273 "
305031127,Newmarket,"2,878 ","2,918 ","3,019 ","3,128 ","3,256 ","3,229 ",36 ,36 ,36 ,35 ,35 ,36 ,"199,472,028 ","209,192,803 ","217,924,488 ","235,782,674 ","251,525,785 ","251,703,910 ","51,809 ","51,393 ","52,776 ","52,989 ","52,910 ","54,939 ","69,309 ","71,690 ","72,184 ","75,378 ","77,250 ","77,951 "
305031128,Newstead - Bowen Hills,"5,746 ","6,220 ","6,612 ","6,998 ","8,145 ","9,894 ",34 ,33 ,33 ,34 ,33 ,33 ,"551,356,736 ","630,243,827 ","676,816,182 ","786,120,071 ","774,610,443 ","918,326,576 ","63,024 ","64,525 ","63,198 ","65,804 ","64,896 ","63,890 ","95,955 ","101,325 ","102,362 ","112,335 ","95,103 ","92,817 "
305031129,Wilston,"2,357 ","2,397 ","2,432 ","2,527 ","2,513 ","2,560 ",41 ,41 ,41 ,41 ,41 ,42 ,"219,889,249 ","235,192,148 ","241,735,515 ","258,729,255 ","268,936,449 ","270,190,835 ","61,326 ","64,958 ","65,444 ","66,526 ","69,392 ","65,903 ","93,292 ","98,119 ","99,398 ","102,386 ","107,018 ","105,543 "
305031130,Windsor,"4,019 ","4,165 ","4,270 ","4,381 ","4,697 ","4,922 ",36 ,37 ,36 ,36 ,35 ,35 ,"276,977,227 ","291,901,913 ","304,592,044 ","319,074,850 ","343,383,781 ","365,041,313 ","51,893 ","53,235 ","53,486 ","53,696 ","54,943 ","55,068 ","68,917 ","70,084 ","71,333 ","72,832 ","73,107 ","74,165 "
305031131,Wooloowin - Lutwyche,"5,439 ","5,524 ","5,583 ","5,862 ","6,207 ","6,754 ",38 ,38 ,38 ,38 ,37 ,36 ,"369,575,859 ","390,393,306 ","404,708,167 ","434,731,858 ","464,192,726 ","499,686,548 ","51,593 ","53,680 ","54,581 ","54,738 ","55,492 ","56,620 ","67,949 ","70,672 ","72,489 ","74,161 ","74,785 ","73,984 "
305041132,Ashgrove,"7,817 ","7,915 ","8,092 ","8,321 ","8,442 ","8,553 ",42 ,42 ,42 ,42 ,42 ,42 ,"617,295,444 ","641,358,633 ","672,358,917 ","724,967,745 ","739,277,771 ","763,460,835 ","54,264 ","55,995 ","58,470 ","59,569 ","60,556 ","62,325 ","78,968 ","81,031 ","83,089 ","87,125 ","87,571 ","89,262 "
305041133,Auchenflower,"3,583 ","3,573 ","3,622 ","3,726 ","3,831 ","3,835 ",34 ,35 ,34 ,35 ,35 ,36 ,"261,777,951 ","278,316,503 ","282,151,869 ","302,043,126 ","310,425,418 ","310,029,643 ","52,412 ","56,073 ","55,029 ","56,217 ","55,537 ","55,160 ","73,061 ","77,894 ","77,899 ","81,064 ","81,030 ","80,842 "
305041134,Bardon,"5,773 ","5,794 ","5,824 ","6,071 ","6,212 ","6,388 ",42 ,43 ,43 ,43 ,44 ,44 ,"505,216,292 ","539,281,945 ","560,556,641 ","575,092,460 ","621,773,555 ","639,252,361 ","56,937 ","59,862 ","60,765 ","61,631 ","63,791 ","66,564 ","87,514 ","93,076 ","96,249 ","94,728 ","100,092 ","100,071 "
305041135,Paddington - Milton,"6,743 ","6,800 ","6,902 ","7,228 ","7,563 ","7,990 ",34 ,35 ,36 ,36 ,36 ,35 ,"524,611,214 ","577,416,909 ","621,328,638 ","631,945,454 ","669,420,836 ","734,999,795 ","54,130 ","57,915 ","58,577 ","59,675 ","59,676 ","59,548 ","77,801 ","84,914 ","90,022 ","87,430 ","88,513 ","91,990 "
305041136,Red Hill (Qld),"3,623 ","3,709 ","3,699 ","3,771 ","3,748 ","3,930 ",35 ,36 ,36 ,36 ,36 ,37 ,"259,267,495 ","281,382,776 ","283,166,420 ","294,994,781 ","299,787,853 ","311,670,092 ","53,834 ","54,759 ","56,097 ","55,964 ","56,679 ","56,551 ","71,562 ","75,865 ","76,552 ","78,227 ","79,986 ","79,305 "
305041137,Toowong,"6,628 ","6,631 ","6,658 ","6,817 ","7,116 ","7,114 ",32 ,33 ,33 ,34 ,34 ,35 ,"445,169,999 ","468,754,026 ","480,298,705 ","499,359,986 ","521,594,165 ","524,682,234 ","48,617 ","50,688 ","51,158 ","51,413 ","51,655 ","52,212 ","67,165 ","70,691 ","72,139 ","73,252 ","73,299 ","73,753 "
306011138,Brinsmead,"3,265 ","3,303 ","3,339 ","3,481 ","3,495 ","3,495 ",43 ,43 ,43 ,43 ,44 ,44 ,"184,550,212 ","199,274,691 ","205,896,615 ","213,418,162 ","222,211,529 ","222,279,455 ","48,806 ","51,896 ","52,820 ","51,285 ","52,260 ","52,932 ","56,524 ","60,331 ","61,664 ","61,309 ","63,580 ","63,599 "
306011139,Clifton Beach - Kewarra Beach,"6,306 ","6,472 ","6,640 ","6,750 ","6,729 ","6,925 ",44 ,44 ,45 ,45 ,46 ,46 ,"326,723,196 ","355,653,260 ","372,849,237 ","386,169,288 ","384,567,301 ","395,893,542 ","41,690 ","43,649 ","44,205 ","45,236 ","45,735 ","45,851 ","51,811 ","54,953 ","56,152 ","57,210 ","57,151 ","57,169 "
306011140,Freshwater - Stratford,"2,353 ","2,383 ","2,402 ","2,436 ","2,465 ","2,447 ",44 ,45 ,45 ,45 ,45 ,45 ,"140,562,017 ","146,420,025 ","151,750,724 ","156,527,051 ","163,309,922 ","160,382,759 ","48,252 ","48,409 ","49,589 ","49,271 ","51,909 ","52,293 ","59,737 ","61,444 ","63,177 ","64,256 ","66,251 ","65,543 "
306011141,Redlynch,"6,842 ","7,047 ","7,186 ","7,352 ","7,478 ","7,716 ",42 ,42 ,42 ,43 ,43 ,43 ,"398,198,933 ","428,559,644 ","452,902,937 ","473,450,844 ","489,121,375 ","513,413,016 ","49,575 ","51,707 ","52,605 ","53,189 ","54,638 ","55,265 ","58,199 ","60,814 ","63,026 ","64,398 ","65,408 ","66,539 "
306011142,Trinity Beach - Smithfield,"6,722 ","7,031 ","7,483 ","7,859 ","8,368 ","8,944 ",42 ,42 ,42 ,42 ,42 ,42 ,"353,352,397 ","389,630,008 ","426,561,998 ","458,437,341 ","500,125,395 ","526,775,837 ","43,479 ","44,685 ","46,092 ","47,312 ","48,822 ","49,169 ","52,567 ","55,416 ","57,004 ","58,333 ","59,766 ","58,897 "
306011143,Yorkeys Knob - Machans Beach,"3,563 ","3,683 ","3,673 ","3,630 ","3,640 ","3,727 ",44 ,44 ,45 ,45 ,45 ,45 ,"177,387,312 ","198,134,850 ","192,638,339 ","191,328,156 ","193,259,829 ","196,875,467 ","42,085 ","43,128 ","43,472 ","45,312 ","45,053 ","44,819 ","49,786 ","53,797 ","52,447 ","52,707 ","53,093 ","52,824 "
306021144,Bentley Park,"3,755 ","3,829 ","3,910 ","4,037 ","4,073 ","4,228 ",38 ,38 ,38 ,38 ,38 ,38 ,"188,117,941 ","201,216,320 ","209,161,966 ","219,643,591 ","223,739,193 ","233,752,690 ","43,963 ","46,568 ","47,596 ","48,267 ","49,236 ","49,914 ","50,098 ","52,551 ","53,494 ","54,408 ","54,932 ","55,287 "
306021145,Cairns City,"7,796 ","8,236 ","8,289 ","8,405 ","8,711 ","8,339 ",33 ,32 ,33 ,33 ,33 ,33 ,"345,375,618 ","378,783,323 ","386,249,286 ","389,591,046 ","425,477,168 ","411,669,836 ","33,494 ","32,791 ","33,301 ","34,142 ","35,911 ","35,141 ","44,302 ","45,991 ","46,598 ","46,352 ","48,844 ","49,367 "
306021146,Earlville - Bayview Heights,"4,886 ","4,841 ","4,808 ","4,899 ","4,917 ","4,968 ",44 ,44 ,45 ,44 ,44 ,44 ,"254,039,106 ","263,977,196 ","262,707,917 ","270,507,953 ","275,021,483 ","280,111,916 ","43,815 ","44,837 ","45,091 ","45,599 ","47,135 ","47,050 ","51,993 ","54,529 ","54,640 ","55,217 ","55,933 ","56,383 "
