,,Earners (persons),,,,,,Median age of earners (years),,,,,,Sum ($),,,,,,Median ($),,,,,,Mean ($),,,,,
SA2,SA2 NAME,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
306021147,Edmonton,"5,158 ","5,212 ","5,290 ","5,446 ","5,698 ","5,813 ",39 ,39 ,40 ,40 ,40 ,39 ,"252,959,303 ","264,008,317 ","268,650,010 ","283,081,309 ","297,381,260 ","311,541,911 ","42,876 ","43,974 ","45,096 ","45,406 ","46,649 ","47,912 ","49,042 ","50,654 ","50,785 ","51,980 ","52,190 ","53,594 "
306021148,Gordonvale - Trinity,"4,210 ","4,294 ","4,341 ","4,514 ","4,404 ","4,810 ",44 ,44 ,44 ,44 ,44 ,44 ,"209,884,081 ","227,384,382 ","232,490,360 ","240,654,902 ","239,887,229 ","270,256,614 ","43,149 ","44,272 ","45,651 ","45,671 ","46,610 ","48,740 ","49,854 ","52,954 ","53,557 ","53,313 ","54,470 ","56,186 "
306021149,Kanimbla - Mooroobool,"5,195 ","5,303 ","5,363 ","5,564 ","5,486 ","5,663 ",42 ,42 ,43 ,43 ,43 ,43 ,"284,926,973 ","299,010,518 ","308,735,501 ","324,378,011 ","321,104,563 ","342,267,176 ","44,728 ","45,701 ","46,397 ","46,937 ","47,632 ","49,520 ","54,846 ","56,385 ","57,568 ","58,299 ","58,532 ","60,439 "
306021150,Lamb Range,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
306021151,Manoora,"2,583 ","2,563 ","2,564 ","2,626 ","2,537 ","2,643 ",38 ,38 ,39 ,39 ,40 ,40 ,"104,422,837 ","109,979,783 ","110,065,328 ","114,225,629 ","112,110,997 ","116,213,614 ","37,910 ","39,150 ","39,798 ","39,706 ","40,331 ","40,697 ","40,427 ","42,911 ","42,927 ","43,498 ","44,190 ","43,970 "
306021152,Manunda,"2,454 ","2,362 ","2,365 ","2,362 ","2,449 ","2,495 ",41 ,41 ,41 ,42 ,42 ,41 ,"103,803,679 ","102,723,718 ","104,009,233 ","104,171,033 ","109,501,404 ","114,962,896 ","38,317 ","38,402 ","39,395 ","39,649 ","40,446 ","41,562 ","42,300 ","43,490 ","43,979 ","44,103 ","44,713 ","46,077 "
306021153,Mount Sheridan,"4,642 ","4,654 ","4,769 ","4,803 ","4,782 ","4,946 ",40 ,41 ,41 ,42 ,42 ,42 ,"236,727,527 ","252,124,081 ","260,837,152 ","269,530,885 ","270,682,057 ","284,769,270 ","45,143 ","46,961 ","47,497 ","48,772 ","49,684 ","50,541 ","50,997 ","54,174 ","54,694 ","56,117 ","56,604 ","57,576 "
306021154,Westcourt - Bungalow,"3,187 ","3,218 ","3,273 ","3,522 ","3,471 ","3,521 ",36 ,37 ,37 ,36 ,37 ,38 ,"135,726,013 ","142,730,744 ","149,129,023 ","159,707,396 ","158,226,578 ","160,851,187 ","37,629 ","39,164 ","39,525 ","39,548 ","40,008 ","39,668 ","42,587 ","44,354 ","45,563 ","45,346 ","45,585 ","45,683 "
306021155,White Rock,"2,257 ","2,276 ","2,267 ","2,321 ","2,361 ","2,428 ",39 ,40 ,40 ,41 ,41 ,40 ,"103,849,200 ","108,284,433 ","111,148,738 ","117,071,065 ","116,826,254 ","121,415,603 ","41,446 ","42,246 ","44,056 ","44,684 ","44,835 ","44,790 ","46,012 ","47,577 ","49,029 ","50,440 ","49,482 ","50,006 "
306021156,Whitfield - Edge Hill,"5,001 ","5,018 ","5,005 ","5,056 ","4,962 ","5,159 ",45 ,45 ,45 ,45 ,46 ,46 ,"300,015,046 ","310,155,459 ","309,322,141 ","331,852,769 ","327,491,166 ","341,590,811 ","45,498 ","47,835 ","46,794 ","49,267 ","49,432 ","49,782 ","59,991 ","61,809 ","61,803 ","65,635 ","66,000 ","66,213 "
306021157,Woree,"2,244 ","2,224 ","2,197 ","2,254 ","2,255 ","2,384 ",39 ,39 ,40 ,40 ,41 ,41 ,"100,267,835 ","105,003,386 ","103,224,183 ","107,684,907 ","107,337,156 ","112,812,051 ","39,930 ","41,626 ","41,455 ","42,897 ","43,461 ","43,459 ","44,683 ","47,214 ","46,984 ","47,775 ","47,600 ","47,320 "
306031158,Babinda,"2,182 ","2,170 ","2,269 ","2,270 ","2,232 ","2,422 ",48 ,48 ,49 ,49 ,49 ,49 ,"96,431,549 ","100,262,828 ","109,134,287 ","112,217,353 ","115,902,598 ","125,760,080 ","36,095 ","37,384 ","38,833 ","39,595 ","42,754 ","43,473 ","44,194 ","46,204 ","48,098 ","49,435 ","51,928 ","51,924 "
306031159,Innisfail,"4,926 ","4,937 ","4,879 ","4,980 ","4,963 ","4,841 ",43 ,43 ,44 ,44 ,43 ,44 ,"206,394,587 ","210,500,534 ","212,163,239 ","219,645,499 ","218,145,033 ","215,441,584 ","35,154 ","35,599 ","37,145 ","37,820 ","37,292 ","37,969 ","41,899 ","42,637 ","43,485 ","44,106 ","43,954 ","44,504 "
306031160,Johnstone,"4,355 ","4,310 ","4,330 ","4,396 ","4,196 ","4,499 ",46 ,47 ,47 ,47 ,47 ,47 ,"183,298,541 ","192,419,502 ","197,720,026 ","207,906,607 ","196,141,025 ","216,472,674 ","35,963 ","37,724 ","38,706 ","39,409 ","39,836 ","41,395 ","42,089 ","44,645 ","45,663 ","47,294 ","46,745 ","48,116 "
306031161,Tully,"6,308 ","6,429 ","6,426 ","6,502 ","6,286 ","6,388 ",43 ,43 ,43 ,43 ,44 ,45 ,"248,756,374 ","261,363,932 ","269,094,419 ","282,543,932 ","281,834,909 ","296,111,466 ","32,590 ","32,957 ","33,406 ","35,432 ","37,285 ","36,971 ","39,435 ","40,654 ","41,876 ","43,455 ","44,835 ","46,354 "
306031162,Wooroonooran,np,np,np,np,np,8 ,np,np,np,np,np,60 ,np,np,np,np,np,"596,049 ",np,np,np,np,np,"90,495 ",np,np,np,np,np,"74,506 "
306031163,Yarrabah,440 ,418 ,426 ,458 ,480 ,513 ,39 ,39 ,40 ,39 ,39 ,39 ,"15,097,703 ","16,478,918 ","16,775,746 ","18,412,559 ","19,298,054 ","20,639,839 ","32,044 ","36,514 ","36,990 ","38,547 ","37,001 ","37,238 ","34,313 ","39,423 ","39,380 ","40,202 ","40,204 ","40,234 "
306041164,Daintree,"3,330 ","3,368 ","3,410 ","3,462 ","3,601 ","3,778 ",45 ,46 ,46 ,46 ,46 ,47 ,"135,755,723 ","148,523,257 ","152,947,996 ","161,746,093 ","167,774,518 ","176,830,771 ","34,527 ","36,520 ","37,763 ","38,033 ","38,805 ","39,611 ","40,767 ","44,098 ","44,853 ","46,720 ","46,591 ","46,805 "
306041165,Port Douglas,"3,243 ","3,422 ","3,482 ","3,638 ","3,485 ","3,743 ",40 ,40 ,41 ,40 ,41 ,41 ,"130,904,413 ","143,726,030 ","155,150,820 ","158,424,287 ","153,527,506 ","168,296,665 ","33,933 ","34,573 ","36,431 ","36,332 ","37,099 ","37,350 ","40,365 ","42,001 ","44,558 ","43,547 ","44,054 ","44,963 "
306051166,Atherton,"5,757 ","5,777 ","5,810 ","6,113 ","6,256 ","6,164 ",45 ,45 ,46 ,45 ,46 ,46 ,"257,652,738 ","262,245,710 ","264,679,767 ","280,617,180 ","288,153,555 ","297,224,529 ","35,117 ","36,067 ","37,001 ","36,687 ","37,907 ","39,181 ","44,755 ","45,395 ","45,556 ","45,905 ","46,060 ","48,219 "
306051167,Herberton,"2,469 ","2,442 ","2,455 ","2,436 ","2,297 ","2,483 ",48 ,48 ,49 ,49 ,49 ,50 ,"96,364,666 ","97,860,766 ","99,558,082 ","99,890,575 ","93,176,385 ","104,488,880 ","31,356 ","31,853 ","31,771 ","32,416 ","32,170 ","33,246 ","39,030 ","40,074 ","40,553 ","41,006 ","40,564 ","42,082 "
306051168,Kuranda,"2,448 ","2,455 ","2,438 ","2,562 ","2,493 ","2,532 ",47 ,48 ,49 ,49 ,49 ,49 ,"108,164,700 ","115,283,744 ","116,216,831 ","122,935,741 ","122,930,893 ","126,671,284 ","34,794 ","36,946 ","37,432 ","36,521 ","38,517 ","39,330 ","44,185 ","46,959 ","47,669 ","47,984 ","49,310 ","50,028 "
306051169,Malanda - Yungaburra,"4,493 ","4,449 ","4,558 ","4,631 ","4,443 ","4,754 ",50 ,50 ,50 ,51 ,50 ,51 ,"188,359,594 ","192,534,528 ","204,268,548 ","209,789,600 ","203,589,420 ","228,916,810 ","32,640 ","33,276 ","34,071 ","34,499 ","35,625 ","38,027 ","41,923 ","43,276 ","44,815 ","45,301 ","45,823 ","48,152 "
306051170,Mareeba,"5,631 ","5,717 ","5,877 ","6,155 ","6,342 ","6,498 ",44 ,44 ,43 ,43 ,43 ,42 ,"246,074,110 ","257,835,768 ","267,711,781 ","286,635,539 ","300,802,418 ","298,155,477 ","37,471 ","37,837 ","38,018 ","38,934 ","38,922 ","38,199 ","43,700 ","45,100 ","45,552 ","46,570 ","47,430 ","45,884 "
307011171,Balonne,"2,706 ","2,782 ","2,689 ","2,663 ","2,529 ","2,636 ",42 ,42 ,43 ,43 ,43 ,43 ,"129,803,262 ","144,530,524 ","116,365,038 ","123,915,956 ","139,002,458 ","151,479,103 ","38,228 ","40,166 ","38,395 ","39,349 ","43,037 ","46,674 ","47,969 ","51,952 ","43,274 ","46,532 ","54,963 ","57,466 "
307011172,Chinchilla,"4,057 ","4,281 ","4,345 ","4,332 ","4,049 ","4,196 ",41 ,41 ,41 ,41 ,42 ,42 ,"215,361,389 ","249,214,464 ","265,216,181 ","254,093,754 ","238,749,146 ","243,930,719 ","42,985 ","45,706 ","48,605 ","46,792 ","46,643 ","46,003 ","53,084 ","58,214 ","61,039 ","58,655 ","58,965 ","58,134 "
307011173,Goondiwindi,"4,152 ","4,097 ","4,074 ","4,017 ","4,027 ","4,075 ",42 ,42 ,42 ,43 ,42 ,42 ,"204,565,877 ","197,114,039 ","196,077,259 ","202,433,649 ","219,717,122 ","223,596,984 ","41,991 ","42,356 ","41,827 ","42,596 ","45,541 ","46,626 ","49,269 ","48,112 ","48,129 ","50,394 ","54,561 ","54,870 "
307011174,Inglewood - Waggamba,"2,165 ","2,174 ","2,223 ","2,181 ","2,599 ","2,406 ",45 ,45 ,45 ,46 ,46 ,46 ,"84,384,108 ","85,105,817 ","85,638,605 ","91,822,435 ","161,908,645 ","123,504,253 ","31,696 ","31,059 ","32,615 ","34,444 ","34,406 ","35,497 ","38,976 ","39,147 ","38,524 ","42,101 ","62,297 ","51,332 "
307011175,Miles - Wandoan,"2,168 ","2,242 ","2,315 ","2,211 ","1,859 ","2,222 ",44 ,44 ,43 ,43 ,44 ,44 ,"89,869,719 ","93,382,932 ","93,024,473 ","96,889,175 ","90,633,654 ","117,282,711 ","36,735 ","37,130 ","36,839 ","38,213 ","42,624 ","43,311 ","41,453 ","41,652 ","40,183 ","43,821 ","48,754 ","52,782 "
307011176,Roma,"4,340 ","4,570 ","4,701 ","4,605 ","4,400 ","4,242 ",39 ,38 ,38 ,38 ,39 ,40 ,"238,127,651 ","256,263,560 ","264,762,088 ","269,017,220 ","258,623,928 ","261,866,798 ","48,053 ","49,334 ","51,223 ","51,807 ","50,775 ","53,184 ","54,868 ","56,075 ","56,320 ","58,419 ","58,778 ","61,732 "
307011177,Roma Region,"3,023 ","3,214 ","3,301 ","3,224 ","2,859 ","3,215 ",45 ,45 ,44 ,45 ,45 ,45 ,"130,664,680 ","127,164,875 ","116,427,314 ","139,095,551 ","149,907,021 ","193,190,394 ","35,994 ","35,050 ","33,109 ","35,460 ","38,274 ","42,043 ","43,224 ","39,566 ","35,270 ","43,144 ","52,433 ","60,090 "
307011178,Tara,"1,778 ","1,824 ","1,845 ","1,789 ","1,666 ","1,732 ",46 ,46 ,46 ,47 ,47 ,47 ,"66,375,056 ","71,372,719 ","68,961,893 ","79,317,397 ","83,449,462 ","84,085,868 ","33,291 ","34,218 ","33,058 ","36,407 ","38,372 ","36,859 ","37,331 ","39,130 ","37,378 ","44,336 ","50,090 ","48,548 "
307021179,Crows Nest - Rosalie,"3,875 ","3,940 ","4,073 ","4,104 ","4,168 ","4,344 ",48 ,49 ,49 ,49 ,49 ,49 ,"146,459,004 ","154,739,385 ","170,281,202 ","168,985,583 ","179,802,294 ","194,734,176 ","30,971 ","31,761 ","33,958 ","34,601 ","35,757 ","36,813 ","37,796 ","39,274 ","41,807 ","41,176 ","43,139 ","44,828 "
307021180,Jondaryan,"3,937 ","3,918 ","3,903 ","4,104 ","3,986 ","4,118 ",44 ,44 ,44 ,44 ,44 ,44 ,"169,851,385 ","182,346,252 ","181,586,661 ","196,448,077 ","202,401,148 ","207,182,204 ","39,096 ","42,263 ","42,421 ","43,913 ","46,597 ","45,706 ","43,142 ","46,541 ","46,525 ","47,867 ","50,778 ","50,311 "
307021181,Millmerran,"1,786 ","1,785 ","1,807 ","1,835 ","1,700 ","1,811 ",45 ,46 ,46 ,46 ,45 ,46 ,"70,905,968 ","75,586,815 ","78,343,685 ","85,698,409 ","89,588,906 ","92,259,924 ","33,165 ","37,477 ","38,174 ","37,277 ","39,926 ","40,627 ","39,701 ","42,346 ","43,356 ","46,702 ","52,699 ","50,944 "
307021182,Pittsworth,"3,193 ","3,227 ","3,253 ","3,364 ","3,338 ","3,363 ",44 ,45 ,45 ,45 ,45 ,45 ,"138,107,503 ","148,480,202 ","145,806,009 ","162,180,844 ","176,344,242 ","167,279,153 ","36,506 ","38,009 ","37,653 ","39,183 ","41,932 ","42,297 ","43,253 ","46,012 ","44,822 ","48,211 ","52,829 ","49,741 "
307021183,Wambo,"9,460 ","9,734 ","9,588 ","9,399 ","9,220 ","9,324 ",42 ,42 ,42 ,43 ,43 ,43 ,"465,838,581 ","519,438,107 ","509,888,899 ","495,367,910 ","500,043,271 ","507,177,563 ","41,352 ","44,460 ","45,133 ","44,424 ","46,195 ","45,733 ","49,243 ","53,363 ","53,180 ","52,704 ","54,235 ","54,395 "
307031184,Clifton - Greenmount,"2,491 ","2,532 ","2,628 ","2,714 ","2,735 ","2,828 ",49 ,48 ,48 ,48 ,48 ,48 ,"89,890,764 ","99,429,797 ","108,030,345 ","113,558,770 ","125,703,120 ","128,730,498 ","29,914 ","32,089 ","34,704 ","36,012 ","38,774 ","38,239 ","36,086 ","39,269 ","41,107 ","41,842 ","45,961 ","45,520 "
307031185,Southern Downs - East,"2,143 ","2,139 ","2,214 ","2,265 ","2,043 ","2,362 ",48 ,48 ,48 ,49 ,48 ,49 ,"70,438,114 ","69,916,152 ","79,292,320 ","86,426,448 ","85,483,098 ","97,789,459 ","28,205 ","29,402 ","32,038 ","32,894 ","36,431 ","35,146 ","32,869 ","32,686 ","35,814 ","38,157 ","41,842 ","41,401 "
307031186,Southern Downs - West,"2,216 ","2,233 ","2,266 ","2,315 ","2,303 ","2,439 ",48 ,49 ,48 ,48 ,49 ,49 ,"79,413,851 ","83,750,306 ","88,652,975 ","92,414,974 ","95,378,718 ","99,077,676 ","30,058 ","32,083 ","33,535 ","33,229 ","34,468 ","33,748 ","35,837 ","37,506 ","39,123 ","39,920 ","41,415 ","40,622 "
307031187,Stanthorpe,"3,139 ","3,161 ","3,170 ","3,196 ","3,159 ","3,199 ",44 ,44 ,43 ,43 ,43 ,43 ,"108,988,058 ","113,090,543 ","120,030,070 ","118,771,484 ","122,825,097 ","124,885,956 ","28,352 ","29,001 ","31,050 ","29,933 ","31,222 ","31,078 ","34,721 ","35,777 ","37,864 ","37,163 ","38,881 ","39,039 "
307031188,Stanthorpe Region,"3,080 ","3,206 ","3,276 ","3,272 ","3,311 ","3,390 ",46 ,45 ,45 ,46 ,46 ,46 ,"105,532,289 ","111,425,058 ","120,594,087 ","119,688,131 ","123,823,621 ","129,997,190 ","28,877 ","27,678 ","29,951 ","30,486 ","30,334 ","31,028 ","34,264 ","34,755 ","36,811 ","36,580 ","37,398 ","38,347 "
307031189,Warwick,"7,713 ","7,661 ","7,700 ","7,712 ","7,733 ","7,727 ",43 ,44 ,44 ,44 ,45 ,45 ,"313,969,172 ","324,762,255 ","333,919,673 ","341,331,786 ","353,476,984 ","358,751,603 ","35,993 ","37,251 ","38,393 ","39,265 ","40,323 ","41,325 ","40,706 ","42,392 ","43,366 ","44,260 ","45,710 ","46,428 "
308011190,Central Highlands - East,"3,825 ","3,819 ","3,738 ","3,603 ","3,504 ","3,589 ",38 ,38 ,38 ,38 ,39 ,39 ,"274,452,329 ","289,403,895 ","286,823,897 ","301,515,808 ","265,633,954 ","274,678,158 ","60,179 ","62,035 ","61,102 ","62,152 ","60,465 ","60,173 ","71,752 ","75,780 ","76,732 ","83,685 ","75,809 ","76,533 "
308011191,Central Highlands - West,"4,447 ","4,411 ","4,167 ","4,204 ","3,532 ","4,068 ",41 ,42 ,42 ,43 ,43 ,44 ,"257,691,886 ","287,808,156 ","254,953,149 ","276,009,561 ","238,275,470 ","324,165,752 ","45,213 ","50,227 ","46,364 ","48,961 ","48,445 ","52,241 ","57,947 ","65,248 ","61,184 ","65,654 ","67,462 ","79,687 "
308011192,Emerald,"8,712 ","8,623 ","8,377 ","8,195 ","7,551 ","8,020 ",36 ,36 ,37 ,37 ,37 ,38 ,"609,325,853 ","626,512,128 ","591,800,305 ","593,672,995 ","552,607,673 ","568,164,867 ","56,060 ","57,590 ","55,833 ","56,255 ","56,082 ","56,099 ","69,941 ","72,656 ","70,646 ","72,443 ","73,183 ","70,843 "
308031205,Berserker,"3,636 ","3,663 ","3,493 ","3,437 ","3,180 ","3,192 ",36 ,37 ,37 ,37 ,38 ,38 ,"171,239,803 ","183,247,886 ","175,274,790 ","174,373,836 ","158,319,970 ","154,915,378 ","42,234 ","43,957 ","45,193 ","46,529 ","45,641 ","44,368 ","47,096 ","50,027 ","50,179 ","50,734 ","49,786 ","48,532 "
308031206,Bouldercombe,"1,046 ","1,060 ","1,021 ","1,026 ","1,002 ",972 ,45 ,46 ,46 ,47 ,47 ,48 ,"59,913,003 ","61,253,623 ","57,225,798 ","59,800,427 ","57,941,319 ","55,876,324 ","48,887 ","48,747 ","46,353 ","49,113 ","48,014 ","46,740 ","57,278 ","57,786 ","56,049 ","58,285 ","57,826 ","57,486 "
308031207,Emu Park,"2,442 ","2,568 ","2,549 ","2,590 ","2,561 ","2,570 ",47 ,46 ,46 ,47 ,48 ,48 ,"135,885,935 ","151,343,215 ","151,612,033 ","151,291,499 ","143,125,984 ","144,060,207 ","43,217 ","46,153 ","45,290 ","45,354 ","43,784 ","43,554 ","55,645 ","58,934 ","59,479 ","58,414 ","55,887 ","56,055 "
308031208,Frenchville - Mount Archer,"5,466 ","5,407 ","5,311 ","5,234 ","5,159 ","5,066 ",41 ,42 ,42 ,42 ,42 ,42 ,"325,021,260 ","329,044,000 ","328,082,178 ","325,142,325 ","320,194,693 ","312,710,442 ","49,716 ","50,758 ","50,950 ","52,287 ","52,513 ","52,510 ","59,462 ","60,855 ","61,774 ","62,121 ","62,065 ","61,727 "
308031209,Glenlee - Rockyview,"2,443 ","2,543 ","2,505 ","2,630 ","2,643 ","2,697 ",44 ,44 ,45 ,44 ,44 ,45 ,"158,411,963 ","174,054,590 ","169,990,275 ","177,644,591 ","177,152,718 ","185,583,392 ","53,260 ","56,368 ","55,666 ","54,971 ","55,979 ","57,700 ","64,843 ","68,445 ","67,860 ","67,545 ","67,027 ","68,811 "
308031210,Gracemere,"5,345 ","5,604 ","5,956 ","6,061 ","5,925 ","6,006 ",37 ,37 ,36 ,36 ,37 ,37 ,"319,170,451 ","348,077,467 ","362,546,107 ","376,122,747 ","356,404,457 ","355,350,168 ","50,448 ","52,598 ","51,102 ","51,579 ","50,507 ","50,511 ","59,714 ","62,112 ","60,871 ","62,056 ","60,153 ","59,166 "
308031211,Lakes Creek,"2,767 ","2,780 ","2,690 ","2,706 ","2,550 ","2,472 ",36 ,37 ,37 ,37 ,39 ,39 ,"135,487,012 ","140,133,776 ","139,683,151 ","145,038,403 ","136,772,454 ","129,305,709 ","43,490 ","44,655 ","47,048 ","49,925 ","49,329 ","47,830 ","48,965 ","50,408 ","51,927 ","53,599 ","53,636 ","52,308 "
308031212,Mount Morgan,"1,101 ","1,073 ","1,038 ","1,020 ",901 ,983 ,47 ,47 ,46 ,47 ,48 ,48 ,"50,389,003 ","52,465,900 ","51,462,908 ","51,272,352 ","44,756,320 ","48,507,256 ","38,062 ","41,300 ","42,097 ","43,133 ","42,479 ","43,233 ","45,767 ","48,896 ","49,579 ","50,267 ","49,674 ","49,346 "
308031213,Norman Gardens,"5,257 ","5,337 ","5,275 ","5,596 ","5,404 ","5,644 ",40 ,41 ,41 ,41 ,41 ,41 ,"314,808,584 ","340,614,973 ","338,752,490 ","360,066,642 ","350,025,945 ","365,241,993 ","49,837 ","52,601 ","52,629 ","53,122 ","53,743 ","54,330 ","59,884 ","63,821 ","64,218 ","64,344 ","64,772 ","64,713 "
308031214,Park Avenue,"2,794 ","2,784 ","2,686 ","2,627 ","2,476 ","2,510 ",38 ,38 ,39 ,39 ,39 ,40 ,"140,717,120 ","145,171,058 ","140,112,800 ","136,401,525 ","130,105,510 ","131,875,038 ","44,657 ","45,460 ","46,414 ","46,824 ","47,551 ","47,635 ","50,364 ","52,145 ","52,164 ","51,923 ","52,547 ","52,540 "
308031215,Parkhurst - Kawana,"3,449 ","3,438 ","3,346 ","3,539 ","3,438 ","3,496 ",39 ,39 ,40 ,39 ,40 ,39 ,"190,236,421 ","202,710,871 ","200,097,378 ","210,018,951 ","203,626,043 ","204,892,469 ","47,324 ","50,108 ","50,780 ","50,898 ","51,857 ","51,196 ","55,157 ","58,962 ","59,802 ","59,344 ","59,228 ","58,608 "
308031216,Rockhampton - West,"3,145 ","3,142 ","3,032 ","3,041 ","2,964 ","2,970 ",41 ,41 ,42 ,42 ,42 ,42 ,"172,990,831 ","182,831,923 ","176,559,619 ","180,948,139 ","176,853,523 ","178,232,183 ","46,404 ","48,573 ","50,204 ","50,878 ","51,662 ","51,816 ","55,005 ","58,190 ","58,232 ","59,503 ","59,667 ","60,011 "
308031217,Rockhampton City,"2,001 ","1,867 ","1,729 ","1,714 ","1,884 ","1,614 ",40 ,40 ,41 ,42 ,43 ,44 ,"98,492,556 ","92,328,856 ","87,500,820 ","92,759,686 ","101,540,286 ","85,710,152 ","40,846 ","41,716 ","42,938 ","44,338 ","43,455 ","42,762 ","49,222 ","49,453 ","50,608 ","54,119 ","53,896 ","53,104 "
308031218,Rockhampton Region - East,"1,744 ","1,796 ","1,745 ","1,794 ","1,809 ","1,815 ",46 ,47 ,48 ,47 ,48 ,48 ,"96,395,010 ","104,765,101 ","100,681,450 ","101,807,244 ","101,743,641 ","104,346,257 ","44,632 ","46,049 ","47,267 ","45,637 ","44,179 ","45,420 ","55,272 ","58,332 ","57,697 ","56,749 ","56,243 ","57,491 "
308031219,Rockhampton Region - North,"2,314 ","2,434 ","2,372 ","2,430 ","2,401 ","2,474 ",47 ,47 ,48 ,48 ,48 ,48 ,"122,503,483 ","126,612,731 ","127,669,999 ","139,612,689 ","135,311,962 ","137,453,886 ","40,661 ","39,134 ","39,989 ","41,923 ","40,384 ","42,283 ","52,940 ","52,018 ","53,824 ","57,454 ","56,357 ","55,559 "
308031220,Rockhampton Region - West,"1,697 ","1,752 ","1,712 ","1,768 ","1,726 ","1,725 ",44 ,45 ,46 ,46 ,46 ,47 ,"70,834,796 ","83,233,239 ","89,247,891 ","92,293,877 ","91,605,184 ","91,089,979 ","42,110 ","42,166 ","43,001 ","41,572 ","43,243 ","43,438 ","41,741 ","47,508 ","52,131 ","52,202 ","53,074 ","52,806 "
308031221,Shoalwater Bay,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
308031222,The Range - Allenstown,"4,170 ","4,188 ","4,024 ","3,993 ","3,849 ","3,990 ",42 ,43 ,43 ,44 ,44 ,44 ,"273,781,860 ","287,130,319 ","281,176,249 ","283,284,859 ","276,374,072 ","292,533,911 ","49,117 ","51,677 ","51,791 ","52,612 ","53,105 ","54,308 ","65,655 ","68,560 ","69,875 ","70,945 ","71,804 ","73,317 "
308031223,Yeppoon,"9,461 ","9,714 ","9,725 ","9,952 ","9,930 ","10,230 ",44 ,44 ,45 ,45 ,45 ,45 ,"577,624,145 ","610,690,783 ","616,336,186 ","637,265,771 ","628,084,683 ","642,609,818 ","46,908 ","48,971 ","48,931 ","49,048 ","49,420 ","49,700 ","61,053 ","62,867 ","63,376 ","64,034 ","63,251 ","62,816 "
308041528,Banana,"4,953 ","4,969 ","4,947 ","5,005 ","4,933 ","4,730 ",45 ,45 ,45 ,45 ,45 ,46 ,"255,093,152 ","254,508,006 ","263,660,684 ","278,926,901 ","301,364,791 ","300,059,111 ","41,134 ","40,886 ","40,974 ","42,948 ","46,775 ","46,755 ","51,503 ","51,219 ","53,297 ","55,730 ","61,092 ","63,437 "
308041529,Biloela,"3,643 ","3,761 ","3,674 ","3,572 ","3,492 ","3,391 ",39 ,39 ,40 ,39 ,40 ,40 ,"224,958,029 ","244,427,842 ","241,741,675 ","238,002,662 ","234,136,231 ","230,090,711 ","48,429 ","51,290 ","52,256 ","53,023 ","52,656 ","53,944 ","61,751 ","64,990 ","65,798 ","66,630 ","67,049 ","67,853 "
308051530,Agnes Water - Miriam Vale,"2,985 ","3,046 ","3,039 ","3,115 ","3,071 ","3,154 ",47 ,48 ,49 ,49 ,50 ,50 ,"144,775,833 ","154,056,601 ","159,120,985 ","168,239,676 ","151,543,857 ","152,434,854 ","35,819 ","36,354 ","37,751 ","36,968 ","34,764 ","34,466 ","48,501 ","50,577 ","52,360 ","54,010 ","49,347 ","48,331 "
308051531,Boyne Island - Tannum Sands,"5,800 ","5,847 ","5,702 ","5,985 ","5,699 ","5,436 ",41 ,41 ,42 ,42 ,43 ,44 ,"429,115,887 ","472,721,537 ","463,133,399 ","520,303,555 ","464,187,409 ","413,372,093 ","62,566 ","67,012 ","65,121 ","69,593 ","64,188 ","60,048 ","73,985 ","80,849 ","81,223 ","86,935 ","81,451 ","76,043 "
308051532,Callemondah,20 ,23 ,np,np,np,6 ,34 ,46 ,np,np,np,44 ,"1,604,577 ","2,611,436 ",np,np,np,"464,282 ","61,274 ","112,316 ",np,np,np,"63,248 ","80,229 ","113,541 ",np,np,np,"77,380 "
308051533,Clinton - New Auckland,"6,825 ","7,338 ","7,427 ","8,004 ","7,436 ","7,149 ",37 ,37 ,37 ,37 ,38 ,39 ,"496,329,794 ","613,030,791 ","646,909,750 ","733,801,917 ","620,217,131 ","523,987,260 ","61,135 ","69,162 ","67,449 ","71,733 ","64,432 ","58,100 ","72,722 ","83,542 ","87,102 ","91,679 ","83,407 ","73,295 "
308051534,Gladstone,"3,625 ","3,769 ","3,641 ","3,641 ","3,157 ","3,017 ",40 ,39 ,40 ,41 ,41 ,42 ,"251,283,511 ","300,563,040 ","319,577,384 ","328,597,429 ","249,585,472 ","211,002,855 ","55,862 ","63,700 ","60,905 ","62,933 ","57,113 ","50,581 ","69,320 ","79,746 ","87,772 ","90,249 ","79,058 ","69,938 "
308051535,Gladstone Hinterland,"6,010 ","6,444 ","6,508 ","6,547 ","6,181 ","6,051 ",42 ,42 ,42 ,43 ,43 ,44 ,"415,165,106 ","487,671,946 ","512,651,569 ","543,864,875 ","468,857,028 ","430,404,182 ","57,170 ","62,635 ","63,683 ","65,972 ","60,183 ","55,688 ","69,079 ","75,678 ","78,773 ","83,071 ","75,855 ","71,129 "
